# Region type :       patch INLET
# Faces               : 25600
# Area                : 3.57823331707631e-02
# Scale factor        : 1.00000000000000e+00
# Time                	sum(phi)
0.1518                	-5.66977442248070e-02
0.152                 	-5.67107159374405e-02
0.1522                	-5.66902839392546e-02
0.1524                	-5.66490720450671e-02
0.1526                	-5.66229159036463e-02
0.1528                	-5.66094805359507e-02
0.153                 	-5.65995787035580e-02
0.1532                	-5.65768111520224e-02
0.1534                	-5.65348908210810e-02
0.1536                	-5.64831871299049e-02
0.1538                	-5.64621034982018e-02
0.154                 	-5.64619768435237e-02
0.1542                	-5.64501894824046e-02
0.1544                	-5.64074047236537e-02
0.1546                	-5.63432830162329e-02
0.1548                	-5.62907395736710e-02
0.155                 	-5.62671562986843e-02
0.1552                	-5.62617712605021e-02
0.1554                	-5.62426633442219e-02
0.1556                	-5.62118028179648e-02
0.1558                	-5.61995041402754e-02
0.156                 	-5.62144741296113e-02
0.1562                	-5.62170029101375e-02
0.1564                	-5.62169551218189e-02
0.1566                	-5.62215422882756e-02
0.1568                	-5.62287635195262e-02
0.157                 	-5.62520408255960e-02
0.1572                	-5.62671820565006e-02
0.1574                	-5.62616612403918e-02
0.1576                	-5.62585203897359e-02
0.1578                	-5.62623498478940e-02
0.158                 	-5.62760976630623e-02
0.1582                	-5.62849116609657e-02
0.1584                	-5.62827993267746e-02
0.1586                	-5.62754552757678e-02
0.1588                	-5.62683353021035e-02
0.159                 	-5.62585274630681e-02
0.1592                	-5.62396063243966e-02
0.1594                	-5.62240741138560e-02
0.1596                	-5.62115508653770e-02
0.1598                	-5.62020734110111e-02
0.16                  	-5.61758061439782e-02
0.1602                	-5.61421894955013e-02
0.1604                	-5.61013916171155e-02
0.1606                	-5.60791283430793e-02
0.1608                	-5.60616738261375e-02
0.161                 	-5.60435416232852e-02
0.1612                	-5.60256397814226e-02
0.1614                	-5.60023830104458e-02
0.1616                	-5.59847331666639e-02
0.1618                	-5.59605540582156e-02
0.162                 	-5.59400946504988e-02
0.1622                	-5.59450184582145e-02
0.1624                	-5.59686574091533e-02
0.1626                	-5.59937431434686e-02
0.1628                	-5.59940731436661e-02
0.163                 	-5.59778199917685e-02
0.1632                	-5.59765759031271e-02
0.1634                	-5.60003816176883e-02
0.1636                	-5.60333730847256e-02
0.1638                	-5.60546131517735e-02
0.164                 	-5.60586854613470e-02
0.1642                	-5.60509398180096e-02
0.1644                	-5.60460770577117e-02
0.1646                	-5.60427498402850e-02
0.1648                	-5.60472671979747e-02
0.165                 	-5.60624192857158e-02
0.1652                	-5.60785027488837e-02
0.1654                	-5.60907785932830e-02
0.1656                	-5.61016745015763e-02
0.1658                	-5.61257678834927e-02
0.166                 	-5.61476025254424e-02
0.1662                	-5.61765104775395e-02
0.1664                	-5.61929156734159e-02
0.1666                	-5.62112142571392e-02
0.1668                	-5.62302380688450e-02
0.167                 	-5.62311079137873e-02
0.1672                	-5.62020944063377e-02
0.1674                	-5.61707848133059e-02
0.1676                	-5.61582639466507e-02
0.1678                	-5.61587133984248e-02
0.168                 	-5.61603114274486e-02
0.1682                	-5.61463284780305e-02
0.1684                	-5.61120102656292e-02
0.1686                	-5.60959604410541e-02
0.1688                	-5.60950906980531e-02
0.169                 	-5.61076836762588e-02
0.1692                	-5.61255051998368e-02
0.1694                	-5.61328230190752e-02
0.1696                	-5.61257145058621e-02
0.1698                	-5.61300955682443e-02
0.17                  	-5.61416139106183e-02
0.1702                	-5.61592352991288e-02
0.1704                	-5.61658646000652e-02
0.1706                	-5.61748960757914e-02
0.1708                	-5.61965627796783e-02
0.171                 	-5.62310816199253e-02
0.1712                	-5.62574991796733e-02
0.1714                	-5.62671718347603e-02
0.1716                	-5.62641633833319e-02
0.1718                	-5.62719128717572e-02
0.172                 	-5.62882390359271e-02
0.1722                	-5.62898335784828e-02
0.1724                	-5.62763141638961e-02
0.1726                	-5.62617691067194e-02
0.1728                	-5.62584846076219e-02
0.173                 	-5.62728164095873e-02
0.1732                	-5.62871371178526e-02
0.1734                	-5.62862666449757e-02
0.1736                	-5.62705037447923e-02
0.1738                	-5.62719023750728e-02
0.174                 	-5.62918030995691e-02
0.1742                	-5.63266301743226e-02
0.1744                	-5.63487387507399e-02
0.1746                	-5.63381134866281e-02
0.1748                	-5.63112842476360e-02
0.175                 	-5.63000355183006e-02
0.1752                	-5.63096215641593e-02
0.1754                	-5.63107370119071e-02
0.1756                	-5.62956584115423e-02
0.1758                	-5.62693113288415e-02
0.176                 	-5.62504990963987e-02
0.1762                	-5.62339536813696e-02
0.1764                	-5.62125554638876e-02
0.1766                	-5.61853400625774e-02
0.1768                	-5.61663920070100e-02
0.177                 	-5.61423659108595e-02
0.1772                	-5.60954183634474e-02
0.1774                	-5.60443854499081e-02
0.1776                	-5.59911577716978e-02
0.1778                	-5.59521502710487e-02
0.178                 	-5.59082191188731e-02
0.1782                	-5.58574723947302e-02
0.1784                	-5.58014363645335e-02
0.1786                	-5.57397679538533e-02
0.1788                	-5.56898829118773e-02
0.179                 	-5.56366001052168e-02
0.1792                	-5.55939760449906e-02
0.1794                	-5.55613494732898e-02
0.1796                	-5.55331560075831e-02
0.1798                	-5.55045423465915e-02
0.18                  	-5.54758312663374e-02
0.1802                	-5.54573014854318e-02
0.1804                	-5.54346989976872e-02
0.1806                	-5.54089296137459e-02
0.1808                	-5.53679247858932e-02
0.181                 	-5.53427380363404e-02
0.1812                	-5.53364445103777e-02
0.1814                	-5.53328460976442e-02
0.1816                	-5.53190098067219e-02
0.1818                	-5.53029421734515e-02
0.182                 	-5.52886150336649e-02
0.1822                	-5.53023590124556e-02
0.1824                	-5.53435025393373e-02
0.1826                	-5.53760124580787e-02
0.1828                	-5.54054606519340e-02
0.183                 	-5.54411793852310e-02
0.1832                	-5.54823547011730e-02
0.1834                	-5.55176151281575e-02
0.1836                	-5.55496949763743e-02
0.1838                	-5.55697977514018e-02
0.184                 	-5.55947705615246e-02
0.1842                	-5.56196945150653e-02
0.1844                	-5.56345538845245e-02
0.1846                	-5.56341871986905e-02
0.1848                	-5.56223932825449e-02
0.185                 	-5.56393350768946e-02
0.1852                	-5.56749102126539e-02
0.1854                	-5.57119449350708e-02
0.1856                	-5.57371519569954e-02
0.1858                	-5.57470646272420e-02
0.186                 	-5.57523642637905e-02
0.1862                	-5.57768887330606e-02
0.1864                	-5.58141923741137e-02
0.1866                	-5.58461898921395e-02
0.1868                	-5.58602363330285e-02
0.187                 	-5.58499663837979e-02
0.1872                	-5.58429962838487e-02
0.1874                	-5.58688447976747e-02
0.1876                	-5.59075049830846e-02
0.1878                	-5.59430827948738e-02
0.188                 	-5.59552590528609e-02
0.1882                	-5.59478587288171e-02
0.1884                	-5.59617338669977e-02
0.1886                	-5.59995400175091e-02
0.1888                	-5.60343002931984e-02
0.189                 	-5.60475845173196e-02
0.1892                	-5.60396629314293e-02
0.1894                	-5.60288085176211e-02
0.1896                	-5.60392431962925e-02
0.1898                	-5.60461389337531e-02
0.19                  	-5.60359428846350e-02
0.1902                	-5.60077503202078e-02
0.1904                	-5.59874680060773e-02
0.1906                	-5.59851857193332e-02
0.1908                	-5.59788323935642e-02
0.191                 	-5.59534866035984e-02
0.1912                	-5.59224574931427e-02
0.1914                	-5.59049749329763e-02
0.1916                	-5.59131947661131e-02
0.1918                	-5.59350738158015e-02
0.192                 	-5.59328203276853e-02
0.1922                	-5.59254926997344e-02
0.1924                	-5.59211281686609e-02
0.1926                	-5.59188260740258e-02
0.1928                	-5.59253766382976e-02
0.193                 	-5.59387927679815e-02
0.1932                	-5.59404931954295e-02
0.1934                	-5.59357354544248e-02
0.1936                	-5.59152302028513e-02
0.1938                	-5.58778547102520e-02
0.194                 	-5.58738878059882e-02
0.1942                	-5.58942417511233e-02
0.1944                	-5.59018717838884e-02
0.1946                	-5.58903446074992e-02
0.1948                	-5.58606280771327e-02
0.195                 	-5.58390297700040e-02
0.1952                	-5.58446992181213e-02
0.1954                	-5.58657502525642e-02
0.1956                	-5.58767765336574e-02
0.1958                	-5.58800148246013e-02
0.196                 	-5.58870350777362e-02
0.1962                	-5.59079049954337e-02
0.1964                	-5.59378528492300e-02
0.1966                	-5.59427807778892e-02
0.1968                	-5.59390932740187e-02
0.197                 	-5.59379189870590e-02
0.1972                	-5.59561391493107e-02
0.1974                	-5.59856269988293e-02
0.1976                	-5.60044422166362e-02
0.1978                	-5.60023686816606e-02
0.198                 	-5.60002386238478e-02
0.1982                	-5.60154546974169e-02
0.1984                	-5.60481213213554e-02
0.1986                	-5.60753615493626e-02
0.1988                	-5.60854310122363e-02
0.199                 	-5.60924816109810e-02
0.1992                	-5.61052426510897e-02
0.1994                	-5.61183552859960e-02
0.1996                	-5.61338571740342e-02
0.1998                	-5.61622636800103e-02
0.2                   	-5.61949741210863e-02
